district,category,urban,family_income,first_gen,parent_grad,cutoff_12th,entrance_score,college_tier,tuition,distance_km,competing_offers,merit_aid_pct,need_aid_pct,total_aid_pct,aid_amount,net_price,enrolled
Thanjavur,MBC,0,512000.0,1,0,86.32,127.0,Tier-1 (Autonomous),184000.0,2.0,0,0.334,0.619,0.476,87700.0,96300.0,1
Vellore,MBC,0,179000.0,1,0,55.5,86.5,Tier-2 (Affiliated),104000.0,177.9,1,0.23,0.515,0.373,38700.0,65300.0,0
Tiruppur,MBC,1,291000.0,1,0,89.97,140.3,Tier-3 (Self-financing),86000.0,86.7,0,0.466,0.543,0.505,43400.0,42600.0,0
Salem,SC,0,296000.0,1,0,72.41,116.6,Tier-3 (Self-financing),82000.0,39.5,1,0.202,0.322,0.262,21500.0,60500.0,1
Karur,ST,0,135000.0,1,0,94.69,128.9,Tier-3 (Self-financing),77000.0,63.6,0,0.294,0.619,0.457,35200.0,41800.0,0
Cuddalore,BC,1,377000.0,0,1,90.26,128.0,Tier-3 (Self-financing),89000.0,22.9,1,0.279,0.51,0.394,35100.0,53900.0,1
Dindigul,SC,0,389000.0,0,1,74.73,97.9,Tier-2 (Affiliated),105000.0,289.3,2,0.21,0.327,0.269,28200.0,76800.0,0
Tiruchirappalli,BC,0,141000.0,1,0,75.76,107.7,Tier-2 (Affiliated),113000.0,59.0,3,0.373,0.465,0.419,47400.0,65600.0,0
Namakkal,MBC,1,1301000.0,0,0,93.93,139.4,Tier-2 (Affiliated),98000.0,7.8,1,0.464,0.267,0.365,35800.0,62200.0,1
Cuddalore,OC,0,278000.0,0,1,90.73,129.6,Tier-1 (Autonomous),181000.0,2.0,2,0.345,0.58,0.462,83600.0,97400.0,1
Vellore,MBC,1,677000.0,0,0,87.73,151.8,Tier-3 (Self-financing),90000.0,4.3,2,0.494,0.392,0.443,39900.0,50100.0,1
Tirunelveli,MBC,0,245000.0,1,0,89.44,170.7,Tier-3 (Self-financing),88000.0,24.6,2,0.666,0.396,0.531,46700.0,41300.0,0
Namakkal,SC,1,366000.0,0,0,67.12,119.8,Tier-2 (Affiliated),117000.0,73.6,0,0.217,0.439,0.328,38400.0,78600.0,0
Vellore,MBC,1,363000.0,1,0,80.05,119.6,Tier-2 (Affiliated),115000.0,41.0,0,0.263,0.52,0.391,45000.0,70000.0,1
Thanjavur,BC,0,479000.0,1,0,70.3,115.6,Tier-2 (Affiliated),112000.0,12.9,4,0.28,0.444,0.362,40600.0,71400.0,0
Erode,OC,0,322000.0,1,0,66.87,106.0,Tier-3 (Self-financing),92000.0,36.2,3,0.298,0.537,0.417,38400.0,53600.0,1
Erode,OC,1,460000.0,0,1,79.64,118.3,Tier-2 (Affiliated),107000.0,193.7,3,0.353,0.262,0.307,32900.0,74100.0,1
Karur,ST,0,458000.0,1,0,73.86,138.0,Tier-1 (Autonomous),184000.0,139.3,2,0.296,0.603,0.45,82800.0,101200.0,1
Dindigul,ST,0,172000.0,1,0,76.34,152.3,Tier-3 (Self-financing),85000.0,18.9,2,0.446,0.511,0.479,40700.0,44300.0,1
Dindigul,BC,1,333000.0,0,1,73.0,94.7,Tier-3 (Self-financing),100000.0,10.8,3,0.296,0.508,0.402,40200.0,59800.0,1
Cuddalore,BC,1,213000.0,1,0,65.46,126.3,Tier-1 (Autonomous),182000.0,218.3,3,0.242,0.575,0.408,74300.0,107700.0,0
Vellore,MBC,1,1172000.0,0,1,94.97,143.1,Tier-2 (Affiliated),100000.0,10.8,1,0.411,0.419,0.415,41500.0,58500.0,1
Madurai,MBC,0,192000.0,1,0,79.56,123.4,Tier-2 (Affiliated),112000.0,47.2,1,0.281,0.602,0.441,49400.0,62600.0,1
Kanyakumari,BC,0,929000.0,1,0,63.58,106.0,Tier-3 (Self-financing),77000.0,219.4,0,0.153,0.302,0.227,17500.0,59500.0,1
Coimbatore,OC,1,785000.0,0,1,79.82,150.9,Tier-3 (Self-financing),91000.0,17.2,1,0.505,0.26,0.383,34800.0,56200.0,1
Tiruppur,BC,0,323000.0,1,0,93.21,153.4,Tier-2 (Affiliated),116000.0,3.2,2,0.473,0.525,0.499,57900.0,58100.0,0
Tirunelveli,BC,0,328000.0,0,1,87.59,146.3,Tier-2 (Affiliated),105000.0,69.6,1,0.339,0.579,0.459,48200.0,56800.0,1
Salem,BC,0,1012000.0,1,0,72.81,129.3,Tier-3 (Self-financing),77000.0,56.5,3,0.424,0.39,0.407,31300.0,45700.0,1
Chennai,BC,0,90000.0,1,0,73.05,132.0,Tier-2 (Affiliated),111000.0,24.5,2,0.53,0.364,0.447,49600.0,61400.0,0
Villupuram,MBC,1,473000.0,0,0,68.43,117.2,Tier-2 (Affiliated),103000.0,209.8,2,0.316,0.62,0.468,48200.0,54800.0,1
Thanjavur,MBC,0,225000.0,1,0,70.58,128.2,Tier-2 (Affiliated),103000.0,9.0,0,0.236,0.463,0.349,36000.0,67000.0,0
Erode,BC,1,430000.0,1,0,71.39,105.3,Tier-1 (Autonomous),176000.0,39.5,1,0.242,0.533,0.387,68200.0,107800.0,1
Karur,MBC,0,282000.0,0,1,63.32,75.3,Tier-3 (Self-financing),90000.0,21.4,0,0.005,0.341,0.173,15600.0,74400.0,1
Chennai,MBC,0,225000.0,1,0,73.56,145.1,Tier-2 (Affiliated),98000.0,20.5,0,0.397,0.617,0.507,49700.0,48300.0,0
Tiruppur,SC,0,216000.0,0,1,81.44,114.7,Tier-3 (Self-financing),79000.0,3.9,2,0.268,0.587,0.427,33800.0,45200.0,0
Dindigul,ST,1,269000.0,0,0,73.86,110.2,Tier-3 (Self-financing),104000.0,70.0,2,0.346,0.462,0.404,42000.0,62000.0,1
Tiruppur,BC,1,235000.0,0,0,80.17,123.3,Tier-3 (Self-financing),101000.0,2.1,3,0.281,0.606,0.444,44800.0,56200.0,0
Madurai,SC,1,389000.0,0,0,94.22,143.2,Tier-1 (Autonomous),190000.0,14.6,0,0.471,0.488,0.479,91100.0,98900.0,0
Thoothukudi,SC,0,289000.0,0,0,96.36,143.3,Tier-2 (Affiliated),110000.0,102.6,1,0.336,0.56,0.448,49300.0,60700.0,1
Salem,MBC,0,193000.0,0,1,77.32,130.7,Tier-3 (Self-financing),91000.0,65.3,2,0.346,0.502,0.424,38600.0,52400.0,0
Cuddalore,BC,1,1349000.0,1,0,86.8,146.0,Tier-2 (Affiliated),107000.0,67.7,1,0.297,0.228,0.263,28100.0,78900.0,1
Karur,BC,0,623000.0,0,1,76.33,131.4,Tier-1 (Autonomous),158000.0,2.1,2,0.272,0.572,0.422,66700.0,91300.0,1
Erode,OC,1,1002000.0,1,0,73.12,125.3,Tier-3 (Self-financing),80000.0,46.8,3,0.399,0.391,0.395,31600.0,48400.0,0
Madurai,ST,0,267000.0,0,1,66.83,100.7,Tier-3 (Self-financing),81000.0,58.5,1,0.335,0.386,0.361,29200.0,51800.0,0
Tirunelveli,MBC,0,264000.0,0,1,78.87,119.9,Tier-2 (Affiliated),110000.0,129.0,4,0.265,0.51,0.387,42600.0,67400.0,1
Virudhunagar,BC,0,560000.0,1,0,88.84,158.9,Tier-2 (Affiliated),114000.0,45.5,1,0.496,0.496,0.496,56600.0,57400.0,1
Villupuram,MBC,0,617000.0,0,1,65.26,96.6,Tier-2 (Affiliated),123000.0,172.9,0,0.297,0.518,0.408,50100.0,72900.0,0
Villupuram,OC,1,983000.0,0,1,75.13,112.1,Tier-2 (Affiliated),110000.0,63.6,1,0.204,0.529,0.366,40300.0,69700.0,1
Salem,BC,1,353000.0,1,0,74.65,133.4,Tier-2 (Affiliated),102000.0,48.4,1,0.401,0.531,0.466,47500.0,54500.0,1
Theni,MBC,1,411000.0,0,1,80.47,128.5,Tier-3 (Self-financing),83000.0,2.0,0,0.349,0.411,0.38,31500.0,51500.0,1
Tiruchirappalli,MBC,1,576000.0,0,0,80.63,121.4,Tier-3 (Self-financing),90000.0,105.6,1,0.351,0.42,0.385,34700.0,55300.0,0
Karur,SC,0,309000.0,1,0,83.37,126.0,Tier-3 (Self-financing),84000.0,3.1,1,0.329,0.594,0.461,38800.0,45200.0,0
Thanjavur,MBC,1,402000.0,0,0,96.97,172.0,Tier-2 (Affiliated),104000.0,5.0,3,0.331,0.415,0.373,38800.0,65200.0,1
Karur,MBC,0,190000.0,1,0,69.3,119.7,Tier-3 (Self-financing),89000.0,19.0,2,0.33,0.529,0.43,38200.0,50800.0,1
Cuddalore,SC,1,753000.0,0,1,68.75,113.5,Tier-2 (Affiliated),101000.0,55.6,0,0.281,0.364,0.323,32600.0,68400.0,1
Thoothukudi,OC,0,216000.0,0,0,80.47,111.3,Tier-3 (Self-financing),78000.0,46.2,2,0.26,0.482,0.371,29000.0,49000.0,0
Dindigul,MBC,1,250000.0,0,1,92.53,151.7,Tier-2 (Affiliated),113000.0,27.1,2,0.298,0.483,0.39,44100.0,68900.0,1
Erode,SC,1,152000.0,0,1,63.38,98.2,Tier-2 (Affiliated),104000.0,21.9,2,0.321,0.538,0.43,44700.0,59300.0,0
Namakkal,BC,1,287000.0,1,0,81.31,116.4,Tier-2 (Affiliated),107000.0,41.4,1,0.308,0.483,0.395,42300.0,64700.0,0
Tiruchirappalli,BC,1,959000.0,1,0,75.99,112.6,Tier-2 (Affiliated),110000.0,18.4,1,0.13,0.233,0.181,20000.0,90000.0,1
Madurai,BC,1,977000.0,1,0,86.54,148.9,Tier-2 (Affiliated),110000.0,56.4,2,0.528,0.457,0.493,54200.0,55800.0,1
Namakkal,BC,1,464000.0,0,1,84.28,153.5,Tier-3 (Self-financing),77000.0,64.3,3,0.47,0.548,0.509,39200.0,37800.0,1
Virudhunagar,MBC,1,552000.0,1,0,78.49,109.7,Tier-3 (Self-financing),88000.0,62.5,0,0.355,0.459,0.407,35800.0,52200.0,1
Namakkal,BC,0,297000.0,1,0,82.88,118.6,Tier-2 (Affiliated),103000.0,83.8,1,0.289,0.592,0.441,45400.0,57600.0,1
Nagapattinam,MBC,1,218000.0,0,1,71.42,124.7,Tier-3 (Self-financing),98000.0,42.0,2,0.333,0.567,0.45,44100.0,53900.0,0
Tiruchirappalli,OC,0,1321000.0,0,1,86.0,131.5,Tier-1 (Autonomous),177000.0,88.8,0,0.443,0.355,0.399,70700.0,106300.0,1
Thanjavur,OC,1,1342000.0,0,0,91.87,155.3,Tier-2 (Affiliated),115000.0,127.3,1,0.477,0.313,0.395,45400.0,69600.0,1
Theni,BC,1,587000.0,0,0,79.0,120.1,Tier-2 (Affiliated),116000.0,31.4,1,0.307,0.496,0.401,46600.0,69400.0,1
Erode,BC,0,187000.0,0,1,73.92,126.9,Tier-2 (Affiliated),107000.0,2.0,2,0.291,0.431,0.361,38600.0,68400.0,1
Chennai,ST,1,241000.0,0,1,76.55,101.9,Tier-3 (Self-financing),77000.0,16.5,2,0.049,0.477,0.263,20200.0,56800.0,1
Coimbatore,BC,1,330000.0,1,0,85.9,145.7,Tier-1 (Autonomous),186000.0,13.0,1,0.481,0.369,0.425,79100.0,106900.0,1
Villupuram,BC,1,510000.0,0,1,77.58,92.6,Tier-3 (Self-financing),74000.0,72.9,0,0.296,0.355,0.326,24100.0,49900.0,1
Theni,BC,1,573000.0,0,1,66.0,119.5,Tier-3 (Self-financing),75000.0,40.2,1,0.376,0.538,0.457,34300.0,40700.0,1
Tirunelveli,BC,1,400000.0,1,0,87.52,139.5,Tier-3 (Self-financing),90000.0,69.3,2,0.478,0.505,0.492,44200.0,45800.0,1
Tirunelveli,MBC,1,189000.0,0,1,68.17,115.7,Tier-3 (Self-financing),83000.0,6.2,0,0.228,0.473,0.351,29100.0,53900.0,1
Chennai,SC,0,630000.0,0,0,82.24,135.1,Tier-2 (Affiliated),104000.0,42.0,3,0.343,0.35,0.346,36000.0,68000.0,1
Villupuram,BC,0,341000.0,0,1,59.34,69.4,Tier-1 (Autonomous),176000.0,8.8,1,0.101,0.373,0.237,41700.0,134300.0,0
Madurai,MBC,1,540000.0,1,0,79.08,147.0,Tier-3 (Self-financing),79000.0,44.7,2,0.256,0.347,0.302,23800.0,55200.0,0
Nagapattinam,MBC,0,206000.0,0,1,77.32,128.7,Tier-2 (Affiliated),127000.0,95.2,1,0.301,0.46,0.38,48300.0,78700.0,1
Salem,SC,0,83000.0,1,0,58.33,104.7,Tier-3 (Self-financing),93000.0,19.5,1,0.277,0.307,0.292,27100.0,65900.0,0
Erode,MBC,0,248000.0,1,0,81.33,118.1,Tier-3 (Self-financing),78000.0,11.9,2,0.395,0.574,0.484,37800.0,40200.0,1
Tirunelveli,BC,0,250000.0,1,0,66.99,110.8,Tier-3 (Self-financing),82000.0,36.9,0,0.327,0.526,0.426,35000.0,47000.0,1
Virudhunagar,SC,1,465000.0,1,0,78.85,106.5,Tier-2 (Affiliated),115000.0,76.2,1,0.22,0.492,0.356,40900.0,74100.0,0
Chennai,SC,0,321000.0,1,0,73.88,120.4,Tier-2 (Affiliated),102000.0,69.7,2,0.396,0.538,0.467,47600.0,54400.0,0
Vellore,MBC,0,396000.0,1,0,63.19,87.0,Tier-3 (Self-financing),81000.0,13.4,3,0.226,0.47,0.348,28200.0,52800.0,1
Tirunelveli,ST,1,470000.0,0,1,67.54,183.2,Tier-2 (Affiliated),108000.0,30.5,1,0.41,0.475,0.443,47800.0,60200.0,1
Tirunelveli,SC,1,849000.0,0,1,68.34,118.4,Tier-2 (Affiliated),103000.0,17.6,1,0.329,0.38,0.354,36500.0,66500.0,1
Tiruchirappalli,BC,0,371000.0,0,1,87.82,160.5,Tier-3 (Self-financing),94000.0,36.7,3,0.526,0.594,0.56,52600.0,41400.0,0
Villupuram,SC,1,577000.0,0,0,86.36,134.4,Tier-1 (Autonomous),174000.0,164.1,0,0.414,0.364,0.389,67700.0,106300.0,1
Vellore,MBC,0,341000.0,0,1,99.9,165.8,Tier-3 (Self-financing),84000.0,65.9,1,0.388,0.55,0.469,39400.0,44600.0,1
Thanjavur,MBC,1,148000.0,1,0,72.88,130.2,Tier-1 (Autonomous),181000.0,3.2,2,0.281,0.435,0.358,64700.0,116300.0,0
Vellore,MBC,0,239000.0,0,1,72.56,100.0,Tier-3 (Self-financing),98000.0,17.2,3,0.415,0.41,0.413,40400.0,57600.0,0
Thoothukudi,SC,0,121000.0,1,0,79.35,116.9,Tier-2 (Affiliated),109000.0,15.1,0,0.237,0.408,0.323,35200.0,73800.0,1
Erode,MBC,0,295000.0,0,1,74.45,133.7,Tier-1 (Autonomous),197000.0,21.1,3,0.373,0.338,0.356,70100.0,126900.0,1
Erode,MBC,1,272000.0,1,0,72.17,112.2,Tier-3 (Self-financing),82000.0,114.1,2,0.091,0.517,0.304,24900.0,57100.0,0
Erode,OC,0,544000.0,0,1,78.54,114.4,Tier-3 (Self-financing),83000.0,23.1,0,0.406,0.361,0.383,31800.0,51200.0,1
Erode,MBC,1,720000.0,1,0,85.04,126.6,Tier-2 (Affiliated),117000.0,33.9,1,0.407,0.435,0.421,49300.0,67700.0,1
Coimbatore,ST,1,529000.0,1,0,56.88,72.7,Tier-1 (Autonomous),195000.0,6.3,2,0.292,0.577,0.434,84700.0,110300.0,0
Theni,SC,0,475000.0,0,0,72.28,86.3,Tier-2 (Affiliated),108000.0,24.8,4,0.117,0.42,0.269,29000.0,79000.0,0
Chennai,OC,1,251000.0,1,0,63.97,76.9,Tier-2 (Affiliated),120000.0,24.4,1,0.266,0.53,0.398,47800.0,72200.0,0
Salem,SC,0,101000.0,1,0,76.46,123.0,Tier-1 (Autonomous),187000.0,9.9,2,0.248,0.613,0.43,80500.0,106500.0,0
Salem,SC,0,976000.0,1,0,82.33,141.8,Tier-2 (Affiliated),104000.0,133.2,0,0.522,0.382,0.452,47000.0,57000.0,1
Tirunelveli,MBC,0,453000.0,1,0,89.17,180.5,Tier-2 (Affiliated),110000.0,16.9,0,0.341,0.471,0.406,44700.0,65300.0,0
Nagapattinam,OC,0,441000.0,0,1,73.66,117.2,Tier-3 (Self-financing),85000.0,63.9,0,0.394,0.329,0.362,30700.0,54300.0,1
Tiruppur,MBC,0,265000.0,1,0,79.06,107.3,Tier-3 (Self-financing),77000.0,79.9,2,0.279,0.508,0.393,30300.0,46700.0,1
Thoothukudi,OC,1,611000.0,1,0,61.18,97.5,Tier-1 (Autonomous),181000.0,25.9,1,0.296,0.479,0.387,70100.0,110900.0,0
Vellore,BC,1,167000.0,1,0,69.4,121.6,Tier-3 (Self-financing),86000.0,30.0,3,0.371,0.662,0.517,44400.0,41600.0,0
Villupuram,MBC,0,170000.0,1,0,80.07,143.6,Tier-2 (Affiliated),113000.0,13.0,1,0.441,0.487,0.464,52400.0,60600.0,0
Chennai,ST,0,159000.0,1,0,64.41,117.1,Tier-2 (Affiliated),111000.0,21.7,1,0.505,0.617,0.561,62300.0,48700.0,1
Namakkal,BC,1,326000.0,0,1,90.37,153.2,Tier-1 (Autonomous),175000.0,6.2,2,0.585,0.437,0.511,89400.0,85600.0,0
Nagapattinam,SC,0,141000.0,1,0,83.24,134.6,Tier-3 (Self-financing),105000.0,95.2,1,0.419,0.597,0.508,53300.0,51700.0,0
Namakkal,ST,1,1115000.0,0,1,68.95,121.4,Tier-3 (Self-financing),87000.0,105.5,2,0.343,0.265,0.304,26500.0,60500.0,0
Villupuram,OC,1,549000.0,1,0,63.18,83.3,Tier-2 (Affiliated),120000.0,10.8,3,0.311,0.452,0.382,45800.0,74200.0,1
Erode,BC,0,348000.0,0,0,70.81,83.2,Tier-1 (Autonomous),184000.0,88.2,1,0.316,0.43,0.373,68600.0,115400.0,0
Chennai,SC,1,360000.0,1,0,69.01,141.8,Tier-2 (Affiliated),122000.0,100.1,2,0.408,0.48,0.444,54200.0,67800.0,1
Nagapattinam,SC,1,436000.0,0,1,65.83,104.6,Tier-3 (Self-financing),79000.0,282.7,0,0.273,0.465,0.369,29100.0,49900.0,0
Coimbatore,BC,1,371000.0,0,1,63.93,110.3,Tier-3 (Self-financing),84000.0,7.3,3,0.211,0.485,0.348,29200.0,54800.0,0
Nagapattinam,MBC,1,834000.0,0,1,75.7,79.1,Tier-2 (Affiliated),106000.0,5.1,1,0.203,0.323,0.263,27900.0,78100.0,0
Karur,MBC,0,332000.0,0,0,85.32,159.7,Tier-3 (Self-financing),80000.0,27.9,0,0.48,0.481,0.481,38500.0,41500.0,1
Virudhunagar,SC,1,155000.0,1,0,70.89,130.8,Tier-2 (Affiliated),112000.0,79.0,1,0.439,0.547,0.493,55200.0,56800.0,0
Dindigul,SC,0,184000.0,0,1,82.45,108.4,Tier-2 (Affiliated),108000.0,114.6,1,0.426,0.488,0.457,49400.0,58600.0,0
Kanyakumari,OC,0,355000.0,0,1,74.72,114.8,Tier-1 (Autonomous),169000.0,73.6,0,0.403,0.411,0.407,68800.0,100200.0,0
Tiruchirappalli,BC,1,428000.0,0,1,84.12,138.6,Tier-1 (Autonomous),178000.0,16.1,2,0.472,0.406,0.439,78200.0,99800.0,1
Thanjavur,BC,0,396000.0,0,0,70.14,93.3,Tier-2 (Affiliated),107000.0,51.6,1,0.21,0.552,0.381,40800.0,66200.0,1
Madurai,ST,1,387000.0,0,1,80.81,136.6,Tier-3 (Self-financing),92000.0,2.0,1,0.348,0.475,0.412,37900.0,54100.0,1
Nagapattinam,ST,1,363000.0,0,1,79.2,142.4,Tier-3 (Self-financing),73000.0,195.0,0,0.461,0.591,0.526,38400.0,34600.0,0
Karur,SC,1,380000.0,1,0,91.62,151.5,Tier-3 (Self-financing),81000.0,49.6,1,0.48,0.456,0.468,37900.0,43100.0,1
Virudhunagar,OC,1,660000.0,1,0,83.59,110.3,Tier-2 (Affiliated),104000.0,32.8,0,0.344,0.409,0.376,39200.0,64800.0,1
Nagapattinam,MBC,1,129000.0,1,0,80.56,113.3,Tier-2 (Affiliated),116000.0,140.7,2,0.22,0.568,0.394,45700.0,70300.0,0
Erode,BC,1,741000.0,0,0,63.3,99.4,Tier-2 (Affiliated),106000.0,138.4,1,0.171,0.449,0.31,32800.0,73200.0,0
Coimbatore,BC,1,632000.0,0,0,72.75,112.7,Tier-2 (Affiliated),118000.0,29.8,0,0.255,0.533,0.394,46500.0,71500.0,1
Villupuram,BC,1,281000.0,0,1,70.0,108.6,Tier-1 (Autonomous),180000.0,108.6,2,0.339,0.322,0.33,59500.0,120500.0,0
Dindigul,SC,1,368000.0,1,0,69.78,107.7,Tier-3 (Self-financing),89000.0,8.3,1,0.278,0.516,0.397,35300.0,53700.0,0
Coimbatore,BC,0,427000.0,0,1,78.16,98.0,Tier-1 (Autonomous),189000.0,65.4,0,0.366,0.381,0.374,70600.0,118400.0,1
Villupuram,MBC,0,495000.0,0,1,80.41,140.7,Tier-3 (Self-financing),75000.0,74.6,1,0.313,0.443,0.378,28400.0,46600.0,1
Thoothukudi,ST,0,224000.0,1,0,80.8,138.7,Tier-3 (Self-financing),83000.0,137.4,1,0.307,0.417,0.362,30100.0,52900.0,1
Thanjavur,MBC,0,310000.0,0,0,90.61,152.8,Tier-1 (Autonomous),183000.0,96.5,0,0.419,0.506,0.463,84600.0,98400.0,0
Nagapattinam,OC,0,656000.0,0,0,82.84,139.0,Tier-1 (Autonomous),182000.0,17.0,1,0.343,0.336,0.34,61800.0,120200.0,0
Chennai,ST,1,231000.0,1,0,65.72,100.9,Tier-3 (Self-financing),75000.0,25.6,0,0.187,0.352,0.27,20200.0,54800.0,0
Coimbatore,MBC,1,527000.0,1,0,80.03,118.9,Tier-2 (Affiliated),116000.0,18.4,2,0.322,0.354,0.338,39200.0,76800.0,1
Tirunelveli,MBC,1,298000.0,0,0,83.84,118.9,Tier-2 (Affiliated),110000.0,7.2,1,0.325,0.583,0.454,49900.0,60100.0,0
Cuddalore,MBC,1,773000.0,0,1,90.62,168.1,Tier-2 (Affiliated),111000.0,16.0,1,0.388,0.452,0.42,46600.0,64400.0,1
Madurai,SC,1,130000.0,0,1,76.46,122.0,Tier-3 (Self-financing),83000.0,2.3,0,0.278,0.626,0.452,37500.0,45500.0,1
Chennai,MBC,1,658000.0,0,1,76.56,97.6,Tier-2 (Affiliated),85000.0,98.9,1,0.297,0.264,0.281,23800.0,61200.0,1
Cuddalore,MBC,1,424000.0,0,1,88.79,141.6,Tier-2 (Affiliated),114000.0,80.8,2,0.373,0.609,0.491,56000.0,58000.0,1
Nagapattinam,MBC,0,442000.0,0,1,79.79,96.4,Tier-3 (Self-financing),90000.0,48.3,2,0.169,0.654,0.412,37000.0,53000.0,1
Karur,OC,1,410000.0,0,1,62.02,103.0,Tier-3 (Self-financing),82000.0,21.4,5,0.23,0.386,0.308,25200.0,56800.0,1
Nagapattinam,SC,0,205000.0,0,1,59.87,97.9,Tier-3 (Self-financing),73000.0,31.5,1,0.142,0.54,0.341,24900.0,48100.0,0
Virudhunagar,BC,0,309000.0,1,0,96.41,146.1,Tier-3 (Self-financing),81000.0,41.2,0,0.553,0.439,0.496,40200.0,40800.0,1
Theni,BC,0,380000.0,1,0,60.86,83.3,Tier-3 (Self-financing),93000.0,49.1,0,0.259,0.538,0.398,37100.0,55900.0,1
Namakkal,BC,1,271000.0,0,1,76.33,130.6,Tier-3 (Self-financing),82000.0,36.9,1,0.552,0.628,0.59,48400.0,33600.0,1
Kanyakumari,BC,1,685000.0,1,0,86.83,137.7,Tier-3 (Self-financing),85000.0,55.1,1,0.388,0.337,0.363,30800.0,54200.0,0
Erode,BC,0,108000.0,1,0,60.35,67.4,Tier-1 (Autonomous),177000.0,42.6,3,0.104,0.423,0.264,46700.0,130300.0,0
Coimbatore,MBC,1,291000.0,0,1,67.18,125.5,Tier-3 (Self-financing),88000.0,165.6,1,0.268,0.472,0.37,32600.0,55400.0,0
Nagapattinam,BC,0,127000.0,1,0,65.53,90.8,Tier-3 (Self-financing),74000.0,94.4,2,0.251,0.75,0.501,37000.0,37000.0,0
Tirunelveli,BC,0,472000.0,0,1,96.01,133.8,Tier-2 (Affiliated),108000.0,31.4,1,0.331,0.525,0.428,46200.0,61800.0,1
Thoothukudi,SC,0,243000.0,1,0,98.18,177.5,Tier-3 (Self-financing),94000.0,343.9,2,0.444,0.542,0.493,46400.0,47600.0,0
Thanjavur,ST,0,217000.0,0,1,70.66,128.9,Tier-2 (Affiliated),103000.0,41.9,1,0.455,0.59,0.522,53800.0,49200.0,1
Kanyakumari,MBC,1,944000.0,0,1,83.79,127.8,Tier-2 (Affiliated),108000.0,15.4,1,0.348,0.458,0.403,43600.0,64400.0,1
Chennai,BC,0,251000.0,1,0,81.08,110.9,Tier-1 (Autonomous),188000.0,5.5,1,0.306,0.528,0.417,78400.0,109600.0,0
Cuddalore,OC,0,545000.0,1,0,75.19,106.7,Tier-3 (Self-financing),91000.0,7.6,3,0.288,0.439,0.364,33100.0,57900.0,1
Thanjavur,OC,0,404000.0,0,1,61.73,92.2,Tier-2 (Affiliated),114000.0,19.5,0,0.253,0.425,0.339,38600.0,75400.0,1
Dindigul,BC,1,461000.0,1,0,99.9,178.1,Tier-2 (Affiliated),113000.0,72.3,0,0.383,0.477,0.43,48600.0,64400.0,1
Tirunelveli,ST,1,560000.0,1,0,59.84,115.2,Tier-3 (Self-financing),88000.0,99.0,1,0.209,0.532,0.37,32600.0,55400.0,0
Thoothukudi,SC,1,990000.0,0,1,80.12,130.7,Tier-1 (Autonomous),178000.0,33.1,1,0.503,0.443,0.473,84200.0,93800.0,1
Vellore,BC,1,381000.0,0,0,71.52,124.2,Tier-3 (Self-financing),94000.0,58.9,4,0.329,0.431,0.38,35700.0,58300.0,1
Kanyakumari,ST,1,432000.0,0,1,88.08,137.8,Tier-2 (Affiliated),106000.0,38.6,4,0.413,0.456,0.435,46100.0,59900.0,0
Thanjavur,MBC,0,310000.0,1,0,86.46,125.2,Tier-3 (Self-financing),77000.0,59.0,1,0.4,0.394,0.397,30500.0,46500.0,1
Chennai,BC,0,359000.0,0,0,68.21,86.6,Tier-2 (Affiliated),99000.0,58.7,1,0.17,0.566,0.368,36400.0,62600.0,1
Kanyakumari,MBC,1,481000.0,0,0,70.1,117.0,Tier-1 (Autonomous),175000.0,2.6,1,0.222,0.497,0.359,62900.0,112100.0,0
Tiruchirappalli,BC,0,249000.0,0,1,62.5,113.5,Tier-2 (Affiliated),105000.0,26.3,1,0.185,0.479,0.332,34900.0,70100.0,0
Tirunelveli,SC,1,60000.0,0,1,79.95,120.3,Tier-2 (Affiliated),104000.0,54.5,2,0.238,0.505,0.371,38600.0,65400.0,0
Kanyakumari,BC,1,1123000.0,0,1,85.11,154.0,Tier-3 (Self-financing),76000.0,35.4,4,0.383,0.252,0.318,24100.0,51900.0,0
Kanyakumari,MBC,0,177000.0,0,1,73.58,112.0,Tier-2 (Affiliated),113000.0,62.4,3,0.228,0.522,0.375,42400.0,70600.0,1
Villupuram,BC,1,423000.0,0,0,75.55,122.1,Tier-2 (Affiliated),102000.0,69.6,2,0.222,0.587,0.404,41200.0,60800.0,0
Thanjavur,ST,0,150000.0,0,1,97.08,152.0,Tier-3 (Self-financing),89000.0,224.5,0,0.504,0.458,0.481,42800.0,46200.0,1
Nagapattinam,MBC,0,169000.0,0,1,87.36,158.3,Tier-2 (Affiliated),116000.0,92.6,2,0.571,0.407,0.489,56700.0,59300.0,1
Erode,MBC,1,479000.0,0,1,91.48,153.8,Tier-2 (Affiliated),131000.0,9.1,2,0.362,0.466,0.414,54200.0,76800.0,1
Karur,BC,1,471000.0,0,1,55.58,88.1,Tier-3 (Self-financing),81000.0,14.5,0,0.068,0.552,0.31,25100.0,55900.0,1
Namakkal,ST,0,114000.0,1,0,83.47,134.7,Tier-2 (Affiliated),109000.0,6.5,2,0.374,0.604,0.489,53300.0,55700.0,1
Coimbatore,MBC,0,282000.0,0,0,80.51,111.0,Tier-2 (Affiliated),104000.0,25.6,1,0.407,0.592,0.5,52000.0,52000.0,1
