state_residency,is_in_state,urban_centric_locale,student_aid_index,adjusted_gross_income,first_gen,pell_eligible,hs_gpa,sat_act_percentile,institutional_tier,cost_of_attendance,miles_from_campus,fafsa_submitted_month,fafsa_month_sin,fafsa_month_cos,demonstrated_interest,merit_scholarship_amt,need_grant_amt,total_aid_package,net_price,enrolled,net_price_to_income_ratio,financial_aid_discount_rate,unmet_financial_need_gap,engagement_velocity
CA,0,Suburb,19009.0,56389.0,0,0,3.45,85.0,Regional Comprehensive,45177.0,1955.0,12,-0.0,1.0,48.2,20240.0,3668.0,23908.0,21269.0,0,0.3772,0.5292,2260.0,0.1038
NJ,0,Suburb,23244.0,98258.0,0,0,3.03,21.0,Liberal Arts College,92299.0,133.5,5,0.5,-0.866,39.6,23621.0,17176.0,40797.0,51502.0,0,0.5242,0.442,28258.0,0.035
CA,0,City,25307.0,81486.0,0,0,1.5,10.0,Regional Comprehensive,46175.0,346.8,4,0.866,-0.5,41.3,8282.0,4507.0,12789.0,33386.0,1,0.4097,0.277,8079.0,0.056
CA,0,Suburb,4737.0,25083.0,0,1,2.74,24.0,R1 Research,79650.0,59.1,8,-0.866,-0.5,71.4,15109.0,22643.0,37752.0,41898.0,0,1.6704,0.474,37161.0,0.04
NC,0,City,472.0,28544.0,1,1,2.49,50.0,Liberal Arts College,73618.0,551.5,10,-0.866,0.5,84.0,24692.0,23800.0,48492.0,25126.0,0,0.8803,0.6587,24654.0,0.1594
OH,1,City,10803.0,77396.0,1,0,2.15,12.0,Liberal Arts College,45448.0,17.5,5,0.5,-0.866,47.6,11924.0,5596.0,17520.0,27928.0,0,0.3608,0.3855,17125.0,0.0427
TX,0,City,19223.0,90927.0,1,0,3.58,82.0,Regional Comprehensive,47165.0,204.5,1,0.5,0.866,84.4,22841.0,4755.0,27596.0,19569.0,1,0.2152,0.5851,346.0,0.1008
CA,0,Town,3357.0,28362.0,1,1,3.09,57.0,R1 Research,70580.0,96.0,1,0.5,0.866,81.8,18901.0,36859.0,55760.0,14820.0,0,0.5225,0.79,11463.0,0.1149
TX,0,Suburb,15550.0,83505.0,0,0,3.81,99.0,Community College,19603.0,203.7,10,-0.866,0.5,25.1,3193.0,872.0,4065.0,15538.0,0,0.1861,0.2074,0.0,0.1176
FL,0,Town,5871.0,21142.0,1,1,2.52,39.0,R2 Doctoral,56285.0,99.0,4,0.866,-0.5,78.4,13012.0,27424.0,40436.0,15849.0,0,0.7496,0.7184,9978.0,0.0887
SC,0,City,23568.0,98672.0,0,0,2.01,38.0,R2 Doctoral,51286.0,55.3,12,-0.0,1.0,39.8,11568.0,4647.0,16215.0,35071.0,0,0.3554,0.3162,11503.0,0.0273
NV,0,Rural,4275.0,33311.0,1,1,3.59,68.0,R2 Doctoral,56382.0,95.3,2,0.866,0.5,90.8,21870.0,21075.0,42945.0,13437.0,1,0.4034,0.7617,9162.0,0.0833
IL,0,City,13437.0,66701.0,1,0,3.36,55.0,Regional Comprehensive,42143.0,639.4,7,-0.5,-0.866,63.6,16563.0,6118.0,22681.0,19462.0,1,0.2918,0.5382,6025.0,0.037
IL,0,Town,19061.0,59105.0,1,0,2.79,39.0,Regional Comprehensive,40367.0,207.0,3,1.0,0.0,100.0,11864.0,5429.0,17293.0,23074.0,1,0.3904,0.4284,4013.0,0.1205
MO,0,Town,19109.0,145172.0,0,0,2.61,48.0,Community College,20956.0,32.7,1,0.5,0.866,60.3,2206.0,265.0,2471.0,18485.0,0,0.1273,0.1179,0.0,0.1538
AZ,0,Suburb,17832.0,74932.0,0,0,2.02,27.0,Regional Comprehensive,41197.0,400.2,3,1.0,0.0,48.0,8448.0,4725.0,13173.0,28024.0,0,0.374,0.3198,10192.0,0.0417
TX,0,Suburb,14498.0,40890.0,1,0,3.74,66.0,R2 Doctoral,55112.0,49.7,1,0.5,0.866,74.6,21075.0,6966.0,28041.0,27071.0,0,0.662,0.5088,12573.0,0.0652
CA,0,Town,15877.0,81545.0,1,0,1.69,,Liberal Arts College,68115.0,276.5,4,0.866,-0.5,76.3,6079.0,13126.0,19205.0,48910.0,1,0.5998,0.2819,33033.0,0.3333
OH,1,Town,47822.0,294354.0,0,0,2.78,50.0,R2 Doctoral,50676.0,65.6,10,-0.866,0.5,63.4,13457.0,577.0,14034.0,36642.0,1,0.1245,0.2769,0.0,0.1026
NJ,0,City,19040.0,107247.0,0,0,3.1,75.0,Community College,20224.0,242.0,12,-0.0,1.0,44.5,1785.0,166.0,1951.0,18273.0,0,0.1704,0.0965,0.0,0.0429
TX,0,Town,2387.0,60319.0,1,1,3.42,62.0,R1 Research,63049.0,886.9,4,0.866,-0.5,76.6,17858.0,18129.0,35987.0,27062.0,0,0.4486,0.5708,24675.0,0.1379
NY,0,City,2429.0,34537.0,1,1,3.68,62.0,Regional Comprehensive,45026.0,53.1,11,-0.5,0.866,35.1,19817.0,13703.0,33520.0,11506.0,1,0.3331,0.7445,9077.0,0.0943
NY,0,Suburb,4284.0,40381.0,1,1,3.45,85.0,Community College,19061.0,240.6,10,-0.866,0.5,16.3,1859.0,4146.0,6005.0,13056.0,0,0.3233,0.315,8772.0,0.0377
FL,0,Suburb,19595.0,102703.0,1,0,3.12,37.0,Liberal Arts College,78071.0,475.5,1,0.5,0.866,71.8,22783.0,10836.0,33619.0,44452.0,0,0.4328,0.4306,24857.0,0.119
GA,0,Town,7845.0,33264.0,1,1,3.83,94.0,Regional Comprehensive,42216.0,64.5,1,0.5,0.866,100.0,22972.0,18015.0,40105.0,2111.0,1,0.0635,0.95,0.0,0.4062
MA,0,Suburb,12863.0,63066.0,0,0,3.29,38.0,Liberal Arts College,70266.0,57.9,10,-0.866,0.5,64.3,21433.0,13191.0,34624.0,35642.0,1,0.5652,0.4928,22779.0,0.1277
NC,0,City,36314.0,177209.0,0,0,2.93,51.0,R1 Research,85313.0,93.7,5,0.5,-0.866,43.8,18568.0,8500.0,27068.0,58245.0,1,0.3287,0.3173,21931.0,0.0978
TX,0,Suburb,15211.0,70142.0,0,0,2.17,19.0,R1 Research,63934.0,178.2,9,-1.0,-0.0,48.4,9859.0,7478.0,17337.0,46597.0,0,0.6643,0.2712,31386.0,0.0606
CA,0,City,6928.0,28941.0,0,1,3.82,76.0,Regional Comprehensive,40306.0,28.8,6,0.0,-1.0,56.9,17553.0,11635.0,29188.0,11118.0,0,0.3842,0.7242,4190.0,0.0473
AL,0,Suburb,72015.0,301960.0,0,0,3.36,87.0,Community College,14435.0,226.1,2,0.866,0.5,44.2,519.0,0.0,519.0,13916.0,1,0.0461,0.036,0.0,0.1034
NC,0,Suburb,55541.0,223902.0,0,0,2.53,36.0,Regional Comprehensive,43859.0,28.9,3,1.0,0.0,41.8,14030.0,0.0,14030.0,29829.0,0,0.1332,0.3199,0.0,0.08
CA,0,Town,14705.0,90296.0,0,0,3.38,67.0,R1 Research,60393.0,492.7,2,0.866,0.5,67.3,15587.0,11144.0,26731.0,33662.0,1,0.3728,0.4426,18957.0,0.0941
FL,0,City,35746.0,157715.0,1,0,3.36,65.0,Regional Comprehensive,54890.0,217.3,7,-0.5,-0.866,67.8,25482.0,4879.0,30361.0,24529.0,1,0.1555,0.5531,0.0,0.1944
SC,0,City,8086.0,51936.0,0,1,2.68,33.0,Community College,15596.0,944.5,1,0.5,0.866,44.6,0.0,3517.0,3517.0,12079.0,0,0.2326,0.2255,3993.0,0.1084
WI,0,Suburb,17240.0,106044.0,0,0,3.86,99.0,Regional Comprehensive,41540.0,255.7,3,1.0,0.0,34.8,21577.0,5195.0,26772.0,14768.0,1,0.1393,0.6445,0.0,0.0741
OK,0,City,12439.0,46400.0,0,0,3.9,84.0,R2 Doctoral,69037.0,92.0,2,0.866,0.5,56.4,28734.0,9908.0,38642.0,30395.0,1,0.6551,0.5597,17956.0,0.0382
WA,0,City,-897.0,23721.0,0,1,3.07,82.0,Community College,21699.0,54.8,7,-0.5,-0.866,48.0,925.0,10247.0,11172.0,10527.0,0,0.4438,0.5149,11424.0,0.0759
OH,1,Suburb,127494.0,406844.0,0,0,3.92,79.0,Community College,14430.0,47.1,3,1.0,0.0,70.7,4245.0,0.0,4245.0,10185.0,1,0.025,0.2942,0.0,0.0598
OH,1,Suburb,4255.0,22863.0,1,1,3.43,72.0,Regional Comprehensive,31048.0,35.5,7,-0.5,-0.866,46.1,15650.0,7455.0,23105.0,7943.0,1,0.3474,0.7442,3688.0,0.0172
TX,0,City,9499.0,77983.0,0,0,1.94,9.0,Community College,19592.0,440.2,9,-1.0,-0.0,59.6,0.0,2796.0,2796.0,16796.0,0,0.2154,0.1427,7297.0,0.0978
MA,0,Suburb,17047.0,77330.0,0,0,2.86,39.0,R2 Doctoral,50078.0,47.8,8,-0.866,-0.5,62.0,15755.0,8125.0,23880.0,26198.0,1,0.3388,0.4769,9151.0,0.0699
VA,0,Rural,14690.0,91265.0,1,0,2.88,48.0,R2 Doctoral,59679.0,1057.6,11,-0.5,0.866,70.1,15458.0,6503.0,21961.0,37718.0,0,0.4133,0.368,23028.0,0.0692
TX,0,Suburb,4528.0,59008.0,1,1,2.54,59.0,Regional Comprehensive,38585.0,483.2,1,0.5,0.866,63.4,17865.0,13160.0,31025.0,7560.0,0,0.1281,0.8041,3032.0,0.05
CT,0,City,13510.0,59453.0,1,0,2.27,44.0,Community College,14719.0,102.3,1,0.5,0.866,52.5,1028.0,272.0,1300.0,13419.0,1,0.2257,0.0883,0.0,0.0435
PA,0,City,12643.0,69540.0,1,0,3.35,69.0,Liberal Arts College,86457.0,836.8,2,0.866,0.5,58.5,33683.0,19320.0,53003.0,33454.0,1,0.4811,0.6131,20811.0,0.25
CA,0,City,28017.0,88921.0,0,0,3.51,57.0,Community College,20413.0,55.7,3,1.0,0.0,55.6,3227.0,0.0,3227.0,17186.0,1,0.1933,0.1581,0.0,0.0612
NY,0,Suburb,13276.0,62862.0,0,0,3.67,85.0,Liberal Arts College,95343.0,157.2,4,0.866,-0.5,93.9,42832.0,13756.0,56588.0,38755.0,0,0.6165,0.5935,25479.0,0.0862
OK,0,Suburb,8160.0,59921.0,0,1,3.7,75.0,Liberal Arts College,75852.0,33.2,11,-0.5,0.866,42.3,31180.0,30754.0,61934.0,13918.0,1,0.2323,0.8165,5758.0,0.1091
NV,0,City,163.0,24314.0,0,1,3.13,47.0,Community College,22877.0,880.7,12,-0.0,1.0,84.9,1764.0,9422.0,11186.0,11691.0,1,0.4808,0.489,11528.0,0.0806
NC,0,City,75268.0,268297.0,0,0,2.75,54.0,R1 Research,66875.0,22.5,2,0.866,0.5,60.8,15616.0,0.0,15616.0,51259.0,1,0.1911,0.2335,0.0,0.0972
NE,0,Suburb,19519.0,92568.0,0,0,2.04,2.0,Liberal Arts College,88392.0,27.9,12,-0.0,1.0,43.7,9028.0,15619.0,24647.0,63745.0,0,0.6886,0.2788,44226.0,0.0208
OK,0,Suburb,12074.0,73161.0,1,0,1.5,,R1 Research,88708.0,65.1,2,0.866,0.5,51.8,5114.0,20331.0,25445.0,63263.0,0,0.8647,0.2868,51189.0,0.0577
LA,0,Rural,5848.0,40150.0,1,1,2.25,32.0,Regional Comprehensive,40839.0,507.9,1,0.5,0.866,45.3,13185.0,10266.0,23451.0,17388.0,0,0.4331,0.5742,11540.0,0.0519
OR,0,City,6824.0,30558.0,0,1,3.57,85.0,Regional Comprehensive,36903.0,345.3,7,-0.5,-0.866,52.0,18244.0,11552.0,29796.0,7107.0,1,0.2326,0.8074,283.0,0.0507
IL,0,City,16552.0,116914.0,1,0,3.65,63.0,Liberal Arts College,79119.0,144.0,3,1.0,0.0,61.7,28448.0,13607.0,42055.0,37064.0,0,0.317,0.5315,20512.0,0.0381
WI,0,Suburb,9904.0,56100.0,0,0,2.84,71.0,Community College,19468.0,369.3,9,-1.0,-0.0,53.7,2322.0,2063.0,4385.0,15083.0,0,0.2689,0.2252,5179.0,0.1062
VA,0,City,21288.0,98436.0,0,0,2.02,21.0,R1 Research,70490.0,112.2,11,-0.5,0.866,91.5,10095.0,12529.0,22624.0,47866.0,1,0.4863,0.321,26578.0,0.112
MO,0,City,6787.0,23776.0,0,1,3.62,78.0,Community College,21395.0,197.4,5,0.5,-0.866,82.0,3008.0,6460.0,9468.0,11927.0,0,0.5016,0.4425,5140.0,0.0918
TX,0,Suburb,37642.0,191709.0,0,0,2.31,11.0,Liberal Arts College,65669.0,717.8,10,-0.866,0.5,54.2,13064.0,4196.0,17260.0,48409.0,1,0.2525,0.2628,10767.0,0.1053
MD,0,Suburb,13650.0,120450.0,0,0,3.59,66.0,Regional Comprehensive,44410.0,97.8,2,0.866,0.5,52.4,19222.0,6070.0,25292.0,19118.0,0,0.1587,0.5695,5468.0,0.0308
WV,0,City,9508.0,59375.0,0,0,2.56,33.0,Liberal Arts College,69177.0,56.7,1,0.5,0.866,35.2,19189.0,12824.0,32013.0,37164.0,0,0.6259,0.4628,27656.0,0.1515
NY,0,Suburb,19891.0,88141.0,1,0,3.14,60.0,R2 Doctoral,65725.0,207.6,4,0.866,-0.5,66.7,21898.0,10138.0,32036.0,33689.0,1,0.3822,0.4874,13798.0,0.0439
DE,0,Suburb,23661.0,107315.0,0,0,3.59,82.0,R1 Research,78888.0,275.7,12,-0.0,1.0,68.6,25710.0,10370.0,36080.0,42808.0,1,0.3989,0.4574,19147.0,0.0588
IL,0,City,4039.0,24038.0,0,1,3.85,82.0,R2 Doctoral,51693.0,142.3,5,0.5,-0.866,80.6,22814.0,23501.0,46315.0,5378.0,1,0.2237,0.896,1339.0,0.0901
TX,0,Rural,30128.0,210667.0,0,0,2.65,60.0,Regional Comprehensive,45165.0,363.4,7,-0.5,-0.866,45.2,17228.0,3837.0,21065.0,24100.0,1,0.1144,0.4664,0.0,0.0208
CA,0,City,22712.0,89139.0,0,0,3.05,52.0,Regional Comprehensive,44184.0,102.6,11,-0.5,0.866,27.2,16548.0,5351.0,21899.0,22285.0,1,0.25,0.4956,0.0,0.0303
MN,0,Rural,5465.0,37913.0,0,1,3.27,67.0,R1 Research,60059.0,144.9,9,-1.0,-0.0,53.6,15814.0,24499.0,40313.0,19746.0,1,0.5208,0.6712,14281.0,0.2143
NJ,0,Rural,11038.0,28580.0,0,0,3.23,78.0,Liberal Arts College,92808.0,187.8,5,0.5,-0.866,65.7,41110.0,16038.0,57148.0,35660.0,0,1.2477,0.6158,24622.0,0.0964
NY,0,Suburb,24565.0,128118.0,0,0,1.88,5.0,Regional Comprehensive,43034.0,171.3,9,-1.0,-0.0,47.5,5159.0,4605.0,9764.0,33270.0,0,0.2597,0.2269,8705.0,0.2333
WA,0,City,14042.0,73279.0,1,0,2.53,19.0,Liberal Arts College,107801.0,689.4,2,0.866,0.5,72.2,21967.0,16968.0,38935.0,68866.0,0,0.9398,0.3612,54824.0,0.3409
NY,0,Town,18363.0,89096.0,0,0,2.76,40.0,R1 Research,72263.0,186.8,5,0.5,-0.866,55.0,11983.0,9891.0,21874.0,50389.0,1,0.5656,0.3027,32026.0,0.1008
GA,0,Suburb,13353.0,64164.0,0,0,3.01,67.0,Regional Comprehensive,50593.0,92.1,10,-0.866,0.5,55.3,20000.0,6304.0,26304.0,24289.0,1,0.3785,0.5199,10936.0,0.1739
OR,0,City,10452.0,30578.0,0,0,3.22,64.0,Community College,19061.0,220.6,3,1.0,0.0,63.1,1564.0,2350.0,3914.0,15147.0,0,0.4954,0.2053,4695.0,0.1184
TN,0,Suburb,14584.0,90781.0,0,0,2.11,30.0,Community College,19759.0,365.5,10,-0.866,0.5,51.2,1468.0,1170.0,2638.0,17121.0,1,0.1886,0.1335,2537.0,0.0635
CO,0,Suburb,5651.0,54599.0,0,1,3.56,59.0,Liberal Arts College,72800.0,285.7,7,-0.5,-0.866,32.1,27006.0,20397.0,47403.0,25397.0,0,0.4652,0.6511,19746.0,0.0972
VA,0,Rural,5348.0,61969.0,1,1,3.58,56.0,Regional Comprehensive,36899.0,269.5,2,0.866,0.5,85.5,17661.0,17302.0,34963.0,1936.0,1,0.0312,0.9475,0.0,0.2326
SD,0,Town,84726.0,348517.0,0,0,3.03,63.0,Community College,23167.0,26.3,6,0.0,-1.0,45.4,1826.0,0.0,1826.0,21341.0,0,0.0612,0.0788,0.0,0.0407
FL,0,Rural,26389.0,117681.0,0,0,3.13,64.0,R1 Research,66473.0,15.0,3,1.0,0.0,16.8,17005.0,7613.0,24618.0,41855.0,1,0.3557,0.3703,15466.0,0.0206
FL,0,Town,24038.0,122672.0,0,0,3.38,57.0,R1 Research,85161.0,483.4,2,0.866,0.5,57.5,22694.0,11762.0,34456.0,50705.0,1,0.4133,0.4046,26667.0,0.09
CA,0,Suburb,106525.0,446313.0,0,0,3.96,76.0,Liberal Arts College,97898.0,200.9,7,-0.5,-0.866,61.6,45586.0,0.0,45586.0,52312.0,1,0.1172,0.4656,0.0,0.1235
NJ,0,Suburb,30836.0,83025.0,0,0,3.12,57.0,Regional Comprehensive,42035.0,123.9,1,0.5,0.866,77.3,17907.0,2834.0,20741.0,21294.0,1,0.2565,0.4934,0.0,0.0483
WA,0,Rural,12404.0,68610.0,0,0,2.04,18.0,R1 Research,64380.0,262.7,6,0.0,-1.0,59.4,9131.0,10598.0,19729.0,44651.0,1,0.6508,0.3064,32247.0,0.0606
MD,0,Rural,6035.0,38599.0,0,1,2.75,29.0,Community College,17539.0,958.7,1,0.5,0.866,61.6,2206.0,4966.0,7172.0,10367.0,1,0.2686,0.4089,4332.0,0.0588
PA,0,Town,9743.0,45441.0,0,0,3.25,63.0,R1 Research,54797.0,559.0,4,0.866,-0.5,60.2,15142.0,10083.0,25225.0,29572.0,0,0.6508,0.4603,19829.0,0.0625
CA,0,Town,3503.0,14416.0,0,1,3.5,55.0,Liberal Arts College,80441.0,348.0,8,-0.866,-0.5,41.2,28814.0,39894.0,68708.0,11733.0,1,0.8139,0.8541,8230.0,0.1139
AZ,0,Suburb,26385.0,111202.0,0,0,2.26,18.0,Regional Comprehensive,50820.0,49.9,6,0.0,-1.0,49.5,9843.0,6660.0,16503.0,34317.0,1,0.3086,0.3247,7932.0,0.0732
WY,0,City,6329.0,25281.0,1,1,3.18,44.0,Regional Comprehensive,40733.0,57.2,3,1.0,0.0,78.2,10979.0,15330.0,26309.0,14424.0,0,0.5705,0.6459,8095.0,0.1519
NY,0,Rural,23406.0,120568.0,1,0,2.74,43.0,Regional Comprehensive,47107.0,15.0,3,1.0,0.0,53.2,14467.0,3343.0,17810.0,29297.0,1,0.243,0.3781,5891.0,0.0918
TX,0,City,6929.0,61024.0,0,1,3.25,56.0,Regional Comprehensive,43975.0,246.4,2,0.866,0.5,61.8,18049.0,16242.0,34291.0,9684.0,0,0.1587,0.7798,2755.0,0.0707
NY,0,City,22102.0,69023.0,0,0,3.62,96.0,R1 Research,70007.0,405.8,3,1.0,0.0,50.7,24254.0,10165.0,34419.0,35588.0,1,0.5156,0.4917,13486.0,0.0946
OH,1,Suburb,5876.0,61053.0,0,1,3.17,65.0,Liberal Arts College,62794.0,128.0,11,-0.5,0.866,39.9,24438.0,16952.0,41390.0,21404.0,1,0.3506,0.6591,15528.0,0.0268
FL,0,Suburb,43448.0,170753.0,1,0,2.86,32.0,Regional Comprehensive,46488.0,257.5,10,-0.866,0.5,52.8,16525.0,525.0,17050.0,29438.0,0,0.1724,0.3668,0.0,0.175
PA,0,Suburb,40479.0,150362.0,0,0,2.72,56.0,Regional Comprehensive,42123.0,107.8,1,0.5,0.866,57.2,14949.0,393.0,15342.0,26781.0,1,0.1781,0.3642,0.0,0.0952
AZ,0,City,16682.0,61648.0,0,0,3.52,72.0,Regional Comprehensive,45046.0,70.1,1,0.5,0.866,57.7,21273.0,4818.0,26091.0,18955.0,1,0.3075,0.5792,2273.0,0.0496
PA,0,City,7355.0,32949.0,1,1,2.69,53.0,Regional Comprehensive,42287.0,53.3,1,0.5,0.866,69.3,14554.0,17070.0,31624.0,10663.0,0,0.3236,0.7478,3308.0,0.2353
IL,0,City,21694.0,122418.0,0,0,3.52,58.0,R2 Doctoral,56760.0,106.7,3,1.0,0.0,24.1,18730.0,5905.0,24635.0,32125.0,1,0.2624,0.434,10431.0,0.0132
CA,0,Suburb,1000.0,31204.0,0,1,1.5,5.0,R1 Research,63718.0,45.4,10,-0.866,0.5,44.6,4853.0,28432.0,33285.0,30433.0,0,0.9753,0.5224,29433.0,0.1373
AR,0,City,8514.0,20548.0,1,1,2.9,77.0,Liberal Arts College,86079.0,800.8,5,0.5,-0.866,70.6,32258.0,32376.0,64634.0,21445.0,0,1.0437,0.7509,12931.0,0.2097
IL,0,Suburb,17447.0,90112.0,0,0,2.84,56.0,Liberal Arts College,73499.0,32.3,2,0.866,0.5,84.5,25805.0,14517.0,40322.0,33177.0,0,0.3682,0.5486,15730.0,0.2075
NY,0,City,32493.0,151344.0,0,0,2.91,44.0,R2 Doctoral,48495.0,103.0,3,1.0,0.0,36.9,15010.0,3997.0,19007.0,29488.0,1,0.1948,0.3919,0.0,0.041
CA,0,Suburb,10173.0,47020.0,1,0,1.93,29.0,R1 Research,70056.0,16.6,1,0.5,0.866,44.5,10081.0,8720.0,18801.0,51255.0,0,1.0901,0.2684,41082.0,0.0659
AZ,0,Suburb,14936.0,84225.0,0,0,3.17,52.0,Regional Comprehensive,44662.0,173.0,3,1.0,0.0,62.3,19300.0,4913.0,24213.0,20449.0,1,0.2428,0.5421,5513.0,0.06
OR,0,Suburb,6857.0,46663.0,0,1,2.83,54.0,Regional Comprehensive,42792.0,126.4,3,1.0,0.0,76.7,14852.0,16295.0,31147.0,11645.0,1,0.2496,0.7279,4788.0,0.1429
CA,0,Rural,20741.0,105856.0,0,0,3.62,99.0,Regional Comprehensive,37742.0,87.1,2,0.866,0.5,45.6,21585.0,4659.0,26244.0,11498.0,0,0.1086,0.6954,0.0,0.0563
TX,0,City,41591.0,138472.0,0,0,3.35,60.0,R2 Doctoral,55214.0,47.6,2,0.866,0.5,26.7,18855.0,2174.0,21029.0,34185.0,1,0.2469,0.3809,0.0,0.0328
TX,0,Suburb,4224.0,52090.0,1,1,3.16,67.0,Liberal Arts College,78613.0,127.0,2,0.866,0.5,67.5,30880.0,27909.0,58789.0,19824.0,0,0.3806,0.7478,15600.0,0.1695
WA,0,Suburb,136.0,30035.0,0,1,2.58,65.0,R2 Doctoral,58529.0,71.5,1,0.5,0.866,44.7,16182.0,25013.0,41195.0,17334.0,1,0.5771,0.7038,17198.0,0.1081
AR,0,City,9896.0,22047.0,0,0,3.17,74.0,Regional Comprehensive,49557.0,109.7,1,0.5,0.866,88.6,20777.0,10959.0,31736.0,17821.0,0,0.8083,0.6404,7925.0,0.1047
OH,1,Town,24139.0,122577.0,1,0,3.71,91.0,R2 Doctoral,44999.0,286.4,12,-0.0,1.0,52.1,20060.0,4369.0,24429.0,20570.0,1,0.1678,0.5429,0.0,0.1509
PA,0,Rural,1488.0,27769.0,1,1,3.2,37.0,Regional Comprehensive,46479.0,151.8,6,0.0,-1.0,38.6,16657.0,21823.0,38480.0,7999.0,1,0.2881,0.8279,6511.0,0.0448
CO,0,Suburb,23082.0,82278.0,0,0,3.22,51.0,Regional Comprehensive,47557.0,221.7,6,0.0,-1.0,39.6,17734.0,4985.0,22719.0,24838.0,1,0.3019,0.4777,1756.0,0.1304
WI,0,Rural,29005.0,110165.0,0,0,3.73,94.0,Regional Comprehensive,42446.0,77.8,3,1.0,0.0,60.9,24544.0,2658.0,27202.0,15244.0,1,0.1384,0.6409,0.0,0.0673
FL,0,Suburb,8084.0,43873.0,0,1,2.76,42.0,R1 Research,80399.0,55.6,1,0.5,0.866,54.0,16251.0,33254.0,49505.0,30894.0,1,0.7042,0.6157,22810.0,0.1067
TX,0,Suburb,8671.0,55845.0,1,1,3.12,53.0,Regional Comprehensive,44651.0,123.7,4,0.866,-0.5,63.2,15169.0,16137.0,31306.0,13345.0,1,0.239,0.7011,4674.0,0.0576
PA,0,City,32587.0,129225.0,0,0,2.61,55.0,Regional Comprehensive,44141.0,1756.3,3,1.0,0.0,100.0,17871.0,1878.0,19749.0,24392.0,0,0.1888,0.4474,0.0,0.2184
CO,0,City,10654.0,35175.0,1,0,2.97,62.0,Liberal Arts College,64525.0,93.7,2,0.866,0.5,44.3,20824.0,8562.0,29386.0,35139.0,1,0.999,0.4554,24485.0,0.0923
IN,0,City,4994.0,32696.0,0,1,2.81,37.0,R2 Doctoral,58649.0,185.2,8,-0.866,-0.5,67.3,14055.0,28597.0,42652.0,15997.0,1,0.4893,0.7272,11003.0,0.0429
TN,0,Suburb,10255.0,53169.0,1,0,1.56,10.0,Liberal Arts College,80366.0,53.1,2,0.866,0.5,87.0,10293.0,15829.0,26122.0,54244.0,1,1.0202,0.325,43989.0,0.1803
LA,0,Suburb,30853.0,157960.0,0,0,3.26,52.0,Community College,20859.0,15.0,7,-0.5,-0.866,76.1,1899.0,0.0,1899.0,18960.0,0,0.12,0.091,0.0,0.137
NY,0,City,41418.0,200732.0,0,0,3.47,52.0,Regional Comprehensive,38767.0,55.3,1,0.5,0.866,41.9,15421.0,0.0,15421.0,23346.0,1,0.1163,0.3978,0.0,0.0316
PA,0,Suburb,13001.0,58623.0,0,0,3.72,86.0,Liberal Arts College,84185.0,1543.2,4,0.866,-0.5,59.2,39729.0,18594.0,58323.0,25862.0,0,0.4412,0.6928,12861.0,0.0938
CA,0,City,-1500.0,37695.0,1,1,1.67,,Community College,18554.0,236.8,6,0.0,-1.0,33.6,3961.0,9947.0,13908.0,4646.0,1,0.1233,0.7496,6146.0,0.0877
OK,0,Suburb,25912.0,135424.0,0,0,2.42,16.0,Community College,16759.0,709.7,6,0.0,-1.0,69.7,722.0,0.0,722.0,16037.0,1,0.1184,0.0431,0.0,0.0373
VA,0,City,2408.0,18923.0,0,1,3.18,48.0,R1 Research,67837.0,87.9,12,-0.0,1.0,41.8,16906.0,34427.0,51333.0,16504.0,0,0.8722,0.7567,14096.0,0.1212
NY,0,Suburb,18688.0,75228.0,0,0,3.77,86.0,R2 Doctoral,51100.0,15.0,3,1.0,0.0,64.2,22316.0,5562.0,27878.0,23222.0,1,0.3087,0.5456,4534.0,0.0777
CA,0,Suburb,10281.0,60985.0,0,0,3.4,80.0,Regional Comprehensive,46481.0,39.6,3,1.0,0.0,82.9,18090.0,10007.0,28097.0,18384.0,1,0.3015,0.6045,8103.0,0.1048
MD,0,Town,31567.0,159780.0,0,0,2.04,14.0,Regional Comprehensive,43040.0,192.2,8,-0.866,-0.5,58.1,6157.0,2512.0,8669.0,34371.0,1,0.2151,0.2014,2804.0,0.1176
WI,0,City,36133.0,171856.0,0,0,3.6,62.0,R2 Doctoral,55504.0,162.6,1,0.5,0.866,64.0,17007.0,3713.0,20720.0,34784.0,1,0.2024,0.3733,0.0,0.0508
TN,0,Suburb,11242.0,31932.0,1,0,2.31,14.0,Community College,17832.0,125.3,4,0.866,-0.5,57.4,0.0,971.0,971.0,16861.0,0,0.528,0.0545,5619.0,0.0696
TX,0,Rural,21216.0,71021.0,0,0,3.38,49.0,Liberal Arts College,75737.0,72.6,10,-0.866,0.5,74.6,26185.0,8320.0,34505.0,41232.0,0,0.5806,0.4556,20016.0,0.1197
NV,0,City,3518.0,41738.0,0,1,3.78,93.0,R2 Doctoral,49180.0,339.9,2,0.866,0.5,49.3,23568.0,15167.0,38735.0,10445.0,1,0.2503,0.7876,6927.0,0.0794
WI,0,Suburb,4749.0,50960.0,0,1,3.6,66.0,R2 Doctoral,43943.0,74.8,4,0.866,-0.5,65.2,18472.0,15830.0,34302.0,9641.0,1,0.1892,0.7806,4892.0,0.0849
MA,0,City,12266.0,98176.0,0,0,3.09,61.0,Regional Comprehensive,56968.0,175.0,1,0.5,0.866,70.6,26026.0,6408.0,32434.0,24534.0,1,0.2499,0.5693,12268.0,0.4
